customer_id,name,email,churn_type
7774,"Kevin Levy Jr.",patrick06@yahoo.com,active
7775,"Christopher West",jamie98@garrett.com,financial_churn_flag
7776,"Brenda Garcia",contrerasamanda@miles-wright.com,financial_churn_flag
7777,"Kevin Patrick",smithsherry@taylor.com,financial_churn_flag
7778,"Robert Williams",davisanne@hotmail.com,financial_churn_flag
7779,"Jonathan Thompson",davislaura@garcia.com,financial_churn_flag
7780,"Michelle Leon",warnertammie@ellis.com,financial_churn_flag
7781,"George Alvarez",ronaldburnett@watkins.com,engagement_churn_flag
7782,"Beth Scott",hreynolds@jones.com,financial_churn_flag
7783,"Jenna Diaz",eric00@gmail.com,financial_churn_flag
7784,"Russell Palmer",kevinstone@briggs-davenport.com,financial_churn_flag
7785,"James Lynn",ericnguyen@hotmail.com,financial_churn_flag
7786,"Martha Swanson",vayala@whitehead.com,financial_churn_flag
7787,"Jennifer Baker",hayesanna@phillips.com,financial_churn_flag
7788,"Blake Poole",wchambers@rivera.net,financial_churn_flag
7789,"Terri Riley",karenalvarez@hodge-miller.com,financial_churn_flag
7790,"Joshua Campbell",jessica55@paul.com,active
7791,"Stephanie Newton",carolyn85@rose-gonzalez.com,engagement_churn_flag
7792,"Mark Banks",daniel53@perez-houston.com,engagement_churn_flag
7793,"Tammy Fleming",obarber@gmail.com,financial_churn_flag
7794,"Ashley Lee",carolyn21@jones.org,financial_churn_flag
7795,"Paula Harris",hhuang@stafford.org,financial_churn_flag
7796,"Donald Bullock",craigwalter@gmail.com,financial_churn_flag
7797,"Deanna Sullivan MD",tiffanyrobinson@white.com,financial_churn_flag
7798,"Parker Christensen",nmendez@smith.com,financial_churn_flag
7799,"Timothy Mack",victoriamay@castaneda.net,financial_churn_flag
7800,"Sean Nelson",shawnallen@hotmail.com,active
7801,"Samuel Collins",melissakidd@gutierrez-huynh.com,engagement_churn_flag
7802,"Kevin Mclaughlin",regina03@little.com,engagement_churn_flag
7803,"Laura Burnett",williampitts@gmail.com,active
7804,"Tiffany Morgan MD",dcooper@burton.biz,financial_churn_flag
7805,"Lisa Parker",meganmelendez@stewart.info,active
7806,"Lisa White",robertsonlatoya@burton.com,engagement_churn_flag
7807,"Mary Walls",spencerwilliam@estrada-hall.org,engagement_churn_flag
7808,"Jennifer Rowe",gary60@bridges.info,financial_churn_flag
7809,"David Yates",ijones@gmail.com,financial_churn_flag
7810,"Jonathan Bradford",kimberlylong@mcdaniel.biz,financial_churn_flag
7811,"Kelly Carter",qibarra@yahoo.com,financial_churn_flag
7812,"Christopher Harris",josescott@brewer.org,financial_churn_flag
7813,"Haley Jimenez",walkerbrad@gmail.com,active
7814,"Carolyn Arnold",psimmons@gonzalez-foster.com,financial_churn_flag
7815,"Adam Clark",darrell48@yahoo.com,engagement_churn_flag
7816,"Brittany Carr",ychandler@hotmail.com,financial_churn_flag
7817,"Kevin Molina",mhaney@garcia.com,financial_churn_flag
7818,"Miss Kathryn Harris",candice14@stewart.org,financial_churn_flag
7819,"David Dixon",oliverandrew@atkinson.biz,financial_churn_flag
7820,"Brenda Cooper",frank79@gmail.com,financial_churn_flag
7821,"Angela Gonzalez",proctortracy@yahoo.com,engagement_churn_flag
7822,"Dustin Smith",williamthompson@jones-mccarthy.biz,financial_churn_flag
7823,"Shawn Jimenez",dannybryant@gmail.com,financial_churn_flag
7824,"Dana Adams DDS",moralesrobert@harris.com,financial_churn_flag
7825,"Heather Wood",parksrebecca@hotmail.com,financial_churn_flag
7826,"Caleb Drake",tyang@gmail.com,financial_churn_flag
7827,"Heather White",michael41@joyce.com,financial_churn_flag
7828,"Rachel King",hrodriguez@hotmail.com,financial_churn_flag
7829,"Kristin Nelson",turnermatthew@yahoo.com,financial_churn_flag
7830,"Rebecca Ramos",josephrichardson@hotmail.com,financial_churn_flag
7831,"Laura Robertson",rebekah92@yahoo.com,financial_churn_flag
7832,"Yvonne Ochoa",tyronepeck@yahoo.com,financial_churn_flag
7833,"Christina Nguyen",rbryant@bradley.com,financial_churn_flag
7834,"Priscilla Williams",diane59@yahoo.com,financial_churn_flag
7835,"Kayla Marks",littlerenee@flores.com,financial_churn_flag
7836,"Ellen Williams",samanthasexton@yahoo.com,financial_churn_flag
7837,"Kim Beasley",halljulie@owen-landry.org,financial_churn_flag
7838,"David Ross",valenciahenry@mcdonald.com,financial_churn_flag
7839,"Anthony Mcguire",kelsey47@white-gonzalez.org,engagement_churn_flag
7840,"Laurie Gardner",ndeleon@wallace.org,active
7841,"Jesus Sullivan",ilewis@hotmail.com,financial_churn_flag
7842,"Nicole Smith",ebrown@fox.com,financial_churn_flag
7843,"Don Warren",hernandezalyssa@sanchez-rojas.net,financial_churn_flag
7844,"Robin Jones",omiller@yahoo.com,financial_churn_flag
7845,"Richard Thomas",nicole83@yahoo.com,active
7846,"Tiffany Mata",cody95@roth.info,financial_churn_flag
7847,"James Dunn",deborah33@hotmail.com,financial_churn_flag
7848,"Micheal Smith",heather18@lopez-walker.com,engagement_churn_flag
7849,"Charles Hutchinson",kyle70@smith.org,financial_churn_flag
7850,"Christina Ortiz",ann67@dixon-cabrera.com,financial_churn_flag
7851,"Valerie Crosby",alexanderlinda@hotmail.com,financial_churn_flag
7852,"Alexander Hardin",kenneth88@yahoo.com,active
7853,"Anita Jones",barnesvincent@gibbs.org,financial_churn_flag
7854,"Tammy Burns",kristenshaffer@hotmail.com,financial_churn_flag
7855,"Erin Elliott",kimberly34@gmail.com,financial_churn_flag
7856,"Catherine Gutierrez",steven36@james-simmons.net,financial_churn_flag
7857,"Jill Rodriguez",martinezteresa@johnson.com,financial_churn_flag
7858,"Victoria Miller",reevesalexander@gmail.com,financial_churn_flag
7859,"Michelle Jones",dawnpacheco@yahoo.com,financial_churn_flag
7860,"Brett Sanchez",xchavez@hotmail.com,financial_churn_flag
7861,"Angel Maddox",hannahcervantes@livingston.com,financial_churn_flag
7862,"Kristine Bolton",lamthomas@hotmail.com,active
7863,"Thomas Watson",lisa25@hotmail.com,financial_churn_flag
7864,"Sarah Santos",joshuathompson@dean.info,financial_churn_flag
7865,"Cynthia Walsh",nathaniel91@hotmail.com,engagement_churn_flag
7866,"Tammy Daniel",wbuchanan@smith-malone.com,financial_churn_flag
7867,"Lisa Jackson",moralesvictor@hotmail.com,financial_churn_flag
7868,"Michelle Keller",laurenharper@moreno.com,financial_churn_flag
7869,"Amber Park",suzannejackson@cordova-brown.com,financial_churn_flag
7870,"Thomas Rios",hernandezsean@hotmail.com,financial_churn_flag
7871,"John Anderson",vmeyer@hotmail.com,engagement_churn_flag
7872,"Stephen George",amy66@mclaughlin.com,financial_churn_flag
7873,"Shannon Morton",youngmichelle@gmail.com,financial_churn_flag
7874,"John Clark",christyharper@yahoo.com,financial_churn_flag
7875,"Shannon Miller",melissawelch@gmail.com,financial_churn_flag
7876,"John Blackburn",cpreston@jones.com,financial_churn_flag
7877,"Mrs. Sherry White",carpentercaleb@yahoo.com,engagement_churn_flag
7878,"Stephanie Walker",william86@yahoo.com,financial_churn_flag
7879,"Michael Coleman",rebeccahiggins@hotmail.com,active
7880,"Kenneth Franco",wingram@sutton.org,financial_churn_flag
7881,"Kevin Glass",heather58@hotmail.com,financial_churn_flag
7882,"Ashley Duffy",karen89@yahoo.com,financial_churn_flag
7883,"Shelby Vance",joshuaball@black-bishop.com,engagement_churn_flag
7884,"Jimmy Norton",adriancarter@gmail.com,financial_churn_flag
7885,"Scott Ray",lauraparsons@gmail.com,financial_churn_flag
7886,"Ms. Lindsay Ramos",lpatrick@walls.biz,financial_churn_flag
7887,"Robert Parker",williamsonlisa@gmail.com,financial_churn_flag
7888,"Richard Garza",amyvance@yahoo.com,engagement_churn_flag
7889,"Sabrina Velez",griffinjustin@hotmail.com,engagement_churn_flag
7890,"Julie Bennett",moorejackie@barnes.com,financial_churn_flag
7891,"Misty Strong",howardbrown@yahoo.com,financial_churn_flag
7892,"Jane Anderson",carrilloelizabeth@potts.info,financial_churn_flag
7893,"Ryan Owens",nicholsonalexis@hotmail.com,active
7894,"Mark Benson",jroberts@yahoo.com,financial_churn_flag
7895,"Michael Wang",michael19@yahoo.com,financial_churn_flag
7896,"Elizabeth Mercado",larrywhite@gmail.com,engagement_churn_flag
7897,"Brandi Martin",jamesperez@gmail.com,financial_churn_flag
7898,"Kimberly Rogers",jeffrey15@proctor.com,financial_churn_flag
7899,"Katherine Burch",lisa40@yahoo.com,financial_churn_flag
7900,"Danielle Ross",jennifer62@torres.com,financial_churn_flag
7901,"Cynthia Holden",ycervantes@yahoo.com,financial_churn_flag
7902,"Victor Austin",irwinlogan@simmons.biz,financial_churn_flag
7903,"Richard Turner",nicole68@thompson.biz,financial_churn_flag
7904,"Jill Baldwin",pmanning@higgins.info,financial_churn_flag
7905,"Patrick Barnes",alexis37@rangel.com,financial_churn_flag
7906,"Thomas Mendoza",igonzalez@alvarez.com,financial_churn_flag
7907,"Mrs. Sarah Caldwell DDS",llucero@yahoo.com,financial_churn_flag
7908,"Donna Davis",olsentravis@wells.com,financial_churn_flag
7909,"Jesus Martin",gonzalesjared@fox.com,financial_churn_flag
7910,"Heather Hanson",nancybryant@gmail.com,engagement_churn_flag
7911,"Michelle Galloway",bbuck@harris.com,financial_churn_flag
7912,"Maria Gamble",hughestravis@ross.com,financial_churn_flag
7913,"Robert Cook",jason96@jones-gomez.com,financial_churn_flag
7914,"Victoria Pugh",kmartin@yahoo.com,active
7915,"Mary Castaneda",ustone@stokes.com,financial_churn_flag
7916,"Tiffany Smith",lyonsjose@yahoo.com,financial_churn_flag
7917,"Aaron Lopez",brownjulia@hotmail.com,financial_churn_flag
7918,"Kelly Thompson",charles43@brock-valdez.com,financial_churn_flag
7919,"Jeffrey Hall",wjensen@davis.net,financial_churn_flag
7920,"Anthony Mooney",jessica17@gmail.com,financial_churn_flag
7921,"Mr. Benjamin Montgomery",rachelhopkins@gmail.com,financial_churn_flag
7922,"Xavier Hunt",susan72@gmail.com,active
7923,"Wesley Tran",kelseyturner@gmail.com,financial_churn_flag
7924,"Melissa Salas",maryrasmussen@yahoo.com,financial_churn_flag
7925,"Gregory Sullivan DDS",pagerandy@yahoo.com,financial_churn_flag
7926,"Maria Wagner",charlesacosta@ruiz.com,financial_churn_flag
7927,"Joyce Jimenez",rodneydavis@yahoo.com,financial_churn_flag
7928,"Margaret Velasquez",qprice@yahoo.com,financial_churn_flag
7929,"Nicole Smith",joel27@yahoo.com,financial_churn_flag
7930,"Margaret Chapman",qbrowning@garcia.com,active
7931,"Lindsay Bonilla",alexander58@randall.info,financial_churn_flag
7932,"Tina Greer",michael70@hotmail.com,financial_churn_flag
7933,"Tiffany Sanders",leenicholas@gmail.com,financial_churn_flag
7934,"Kendra Jackson",nelsonjames@hotmail.com,financial_churn_flag
7935,"Joy Wood",crosales@gmail.com,financial_churn_flag
7936,"Tracy Fleming",carrie53@hotmail.com,engagement_churn_flag
7937,"Micheal Shepard",arnoldjasmine@adams-parker.com,financial_churn_flag
7938,"Emily Baird",luke37@nunez-levine.com,financial_churn_flag
7939,"Michael Payne",dylan42@peterson-smith.info,financial_churn_flag
7940,"Glenda Bell",walshdonald@yahoo.com,financial_churn_flag
7941,"Larry Terrell",franciscosmith@gmail.com,financial_churn_flag
7942,"Nicholas Lopez",michael84@wade-orozco.com,engagement_churn_flag
7943,"Pamela Sawyer",ireid@forbes-bullock.org,financial_churn_flag
7944,"Samantha Griffin",josephcook@stanley.com,engagement_churn_flag
7945,"Sandra Walters",raymondlopez@hotmail.com,engagement_churn_flag
7946,"Shannon Sampson",danielbutler@hotmail.com,financial_churn_flag
7947,"Timothy Ward",leejessica@yahoo.com,financial_churn_flag
7948,"John Johnson",dominiquecruz@gmail.com,financial_churn_flag
7949,"Michael Ball",louiskent@hunt.com,financial_churn_flag
7950,"Allen Stone",scott92@yahoo.com,financial_churn_flag
7951,"David Jordan",hgriffin@baker.info,financial_churn_flag
7952,"Scott Cunningham",johnsonmaria@gmail.com,financial_churn_flag
7953,"Frances Rivera",ncruz@hotmail.com,financial_churn_flag
7954,"Karen Hernandez",wilkinsbryan@carroll.net,active
7955,"Edward Barnes",jonesjennifer@hotmail.com,active
7956,"Colleen Smith",andersonallen@johnson-morales.com,financial_churn_flag
7957,"Marie Morgan",petersongary@barnes.org,active
7958,"James Schroeder",aaron37@hotmail.com,financial_churn_flag
7959,"Mark Jones",ruben10@odonnell-smith.com,financial_churn_flag
7960,"Nicole Baker",kaitlynlyons@yahoo.com,financial_churn_flag
7961,"Tammy Moore MD",ycook@parker-kim.net,financial_churn_flag
7962,"Tiffany Wright",leslievillarreal@yahoo.com,financial_churn_flag
7963,"Ryan Lang",smithlindsey@velez.org,financial_churn_flag
7964,"Jacob Santos",joel15@stokes-flores.com,financial_churn_flag
7965,"Tammy Smith",jennifergentry@gmail.com,engagement_churn_flag
7966,"Ryan Malone",bsmith@gmail.com,financial_churn_flag
7967,"Jack Rogers",alexis64@haynes.info,financial_churn_flag
7968,"Jacob Galvan",nielsentanya@gmail.com,financial_churn_flag
7969,"Joanna Scott",lawsonbrittney@hotmail.com,financial_churn_flag
7970,"Karen Chan",cordovacharles@lang-moore.info,financial_churn_flag
7971,"Derrick Jefferson",christopher06@hotmail.com,financial_churn_flag
7972,"Melissa Garcia",hcruz@yahoo.com,financial_churn_flag
7973,"Joshua Richardson",bailey74@romero.net,financial_churn_flag
7974,"Jamie Brown",jason63@hotmail.com,financial_churn_flag
7975,"Jennifer Haynes",yvillegas@gmail.com,financial_churn_flag
7976,"Christian Becker",hayden68@hotmail.com,financial_churn_flag
7977,"Renee Gonzales",patriciapineda@yahoo.com,active
7978,"Linda Bailey",matthewdougherty@thomas-leonard.info,active
7979,"Joel Johnson",christopher10@sawyer.com,financial_churn_flag
7980,"Lorraine Greene",turnertyler@yahoo.com,financial_churn_flag
7981,"Tyler Miller",karalopez@henderson.com,active
7982,"Joshua Lee",kayla79@lowe-dillon.com,financial_churn_flag
7983,"Peter Elliott",jacobweaver@palmer.com,financial_churn_flag
7984,"Oscar Carter",guerrerojennifer@hotmail.com,financial_churn_flag
7985,"Amanda Mayer",jeremylewis@gmail.com,engagement_churn_flag
7986,"Christina Norris",georgesmith@yahoo.com,engagement_churn_flag
7987,"Juan Scott",yboyle@gmail.com,financial_churn_flag
7988,"Amy Ross",eflores@thompson.com,financial_churn_flag
7989,"Mathew Smith DVM",michaelgarcia@gmail.com,financial_churn_flag
7990,"Jimmy Holmes",lisa00@miller.com,financial_churn_flag
7991,"Eric Kelley",andersonjames@brooks-ferguson.com,financial_churn_flag
7992,"Elizabeth Sanders",rachel07@johnson-elliott.com,engagement_churn_flag
7993,"Debbie Hoover",johnross@yahoo.com,financial_churn_flag
7994,"Karen Nelson",donna18@reed.com,financial_churn_flag
7995,"Andrea Valentine",kennethfreeman@frost.com,financial_churn_flag
7996,"Daniel Cole",wattssheri@yahoo.com,financial_churn_flag
7997,"Derek Proctor",adiaz@yahoo.com,engagement_churn_flag
7998,"Ian Dunlap",dennissnyder@hardy-hutchinson.info,financial_churn_flag
7999,"Elijah Drake",comptonlawrence@hotmail.com,financial_churn_flag
8000,"Joseph Juarez",keithhubbard@hotmail.com,financial_churn_flag
8001,"Eric Martin",zpatterson@delgado.com,financial_churn_flag
8002,"Teresa Cohen",greerchristopher@johnson.com,financial_churn_flag
8003,"Dillon Lee",aaron98@morales.info,financial_churn_flag
8004,"Ashley Brown",donna04@yahoo.com,financial_churn_flag
8005,"Wanda Johnson",bobbybush@gordon-ford.com,financial_churn_flag
8006,"Joshua Richardson",kirstenmaxwell@hotmail.com,financial_churn_flag
8007,"John Franklin",josephpratt@hotmail.com,engagement_churn_flag
8008,"Kristina Carter",lee86@warren-sanders.biz,financial_churn_flag
8009,"Mason Edwards",moorechad@yahoo.com,financial_churn_flag
8010,"Melissa Long",lindafleming@vance.com,financial_churn_flag
8011,"Jane Pratt",tgriffith@yahoo.com,engagement_churn_flag
8012,"Patricia Vance",zcollins@gmail.com,financial_churn_flag
8013,"Jason Watson",anita93@gregory-robertson.org,financial_churn_flag
8014,"Jason Rivera",zbeck@murphy.org,financial_churn_flag
8015,"Brandon Jones",ronaldreed@hanson.com,financial_churn_flag
8016,"Michelle Phillips",james18@pearson.com,financial_churn_flag
8017,"Julie Fisher",brianbuchanan@reid.com,financial_churn_flag
8018,"Wayne Jones",sandersbrandon@gmail.com,financial_churn_flag
8019,"Pamela Lee",iblevins@gmail.com,financial_churn_flag
8020,"Jesse Marquez",wmorton@yahoo.com,engagement_churn_flag
8021,"Nancy Gibson",weavergina@williams.org,financial_churn_flag
8022,"Brenda King",shawn86@chung.com,financial_churn_flag
8023,"Stefanie Wallace DDS",wsmith@hotmail.com,engagement_churn_flag
8024,"Abigail Reeves",catherineberger@wilson-robertson.info,financial_churn_flag
8025,"Andrew Hill",dylanhubbard@hotmail.com,active
8026,"Regina Soto",katie66@yahoo.com,engagement_churn_flag
8027,"Shawn Dudley",bryangutierrez@gmail.com,financial_churn_flag
8028,"Sheena Hardy",zsmith@cameron-smith.com,financial_churn_flag
8029,"Cassandra Dixon",smithrobert@hotmail.com,engagement_churn_flag
8030,"Bryan Ellis",raymondcochran@foster.com,active
8031,"Riley Kelly DVM",holmesroger@salazar-liu.org,financial_churn_flag
8032,"Mario Boyer",michealedwards@yahoo.com,financial_churn_flag
8033,"Dr. Robert Dawson",tjohnson@benson.com,financial_churn_flag
8034,"Stephen Oneill",tyler99@wolf.com,financial_churn_flag
8035,"David Collins",joel91@hill-hernandez.org,active
8036,"David Arroyo",nedwards@miller.info,active
8037,"Carrie Wolf",ujohnson@hotmail.com,financial_churn_flag
8038,"Crystal Moss",gwebster@scott.com,financial_churn_flag
8039,"Margaret Finley",kristenfoster@jackson-morris.com,active
8040,"Mark Green",williamsdennis@hotmail.com,financial_churn_flag
8041,"Laura Jones",rodneyrose@hotmail.com,engagement_churn_flag
8042,"Jennifer Henry",wrightchristine@freeman.org,financial_churn_flag
8043,"Brandon Murray",michael26@yahoo.com,financial_churn_flag
8044,"Rita Stewart",lauren65@lopez.com,financial_churn_flag
8045,"Barbara Morris",gregorynunez@hotmail.com,financial_churn_flag
8046,"Robin Valencia",lunacindy@kennedy.com,financial_churn_flag
8047,"Rachel Spencer",jacqueline31@kim.com,financial_churn_flag
8048,"Mitchell Weeks",rharris@sims.org,financial_churn_flag
8049,"Eddie Pennington",donnamarsh@hotmail.com,financial_churn_flag
8050,"Connor Daniel",bartonthomas@hotmail.com,financial_churn_flag
8051,"Caleb Parks",nguyenzoe@greene.com,engagement_churn_flag
8052,"Ms. Molly Allen MD",connerkiara@hotmail.com,financial_churn_flag
8053,"Alicia Hoffman",amandawoods@gmail.com,financial_churn_flag
8054,"Justin Gomez",karlaustin@yahoo.com,financial_churn_flag
8055,"Preston Torres",tbates@yahoo.com,financial_churn_flag
8056,"Margaret Martin",danielarnold@newton.org,engagement_churn_flag
8057,"Carol Carr",mcguirepatrick@gates.com,financial_churn_flag
8058,"Ashley Murphy",kgarcia@yahoo.com,financial_churn_flag
8059,"Raymond Jordan",gshannon@hotmail.com,engagement_churn_flag
8060,"John Clark",omartinez@parker.com,financial_churn_flag
8061,"Tiffany Black",anthonyroberts@yahoo.com,financial_churn_flag
8062,"Stephen Moses",esmith@gmail.com,financial_churn_flag
8063,"Tiffany Long",brownpamela@stephens-todd.org,financial_churn_flag
8064,"Dawn Gonzalez",mphillips@gallegos.info,financial_churn_flag
8065,"Daniel Singh",bobby12@yahoo.com,financial_churn_flag
8066,"Michael Thomas",reedheather@singh-davis.org,financial_churn_flag
8067,"Isabel Hansen",dennisfranklin@yahoo.com,financial_churn_flag
8068,"James Wilson",erodriguez@hotmail.com,financial_churn_flag
8069,"Jessica Pineda",williamsonnancy@yahoo.com,financial_churn_flag
8070,"Francisco Turner",vvasquez@hotmail.com,financial_churn_flag
8071,"Eric Lee",billcastro@yahoo.com,financial_churn_flag
8072,"Alex Norris",thompsonlindsey@thompson-tate.org,financial_churn_flag
8073,"John Lane",dquinn@li.com,financial_churn_flag
8074,"Tammy Miller",johnwallace@craig.com,financial_churn_flag
8075,"John Smith",mcleansteven@gmail.com,active
8076,"Jamie Richmond",ajones@gmail.com,financial_churn_flag
8077,"Edward Hernandez",earias@gmail.com,financial_churn_flag
8078,"Shawn Holt",eadams@figueroa.info,financial_churn_flag
8079,"Teresa Donaldson",carolyn91@yahoo.com,financial_churn_flag
8080,"Daniel Arnold",james27@yahoo.com,financial_churn_flag
8081,"Kristin Mccullough",hinesmorgan@valdez.biz,financial_churn_flag
8082,"Maria Doyle",cainroger@miller.com,financial_churn_flag
8083,"Hannah Smith MD",sarawilliams@gmail.com,active
8084,"Eric Clark",ksmith@gmail.com,financial_churn_flag
8085,"Nancy Butler",coxjohnny@vazquez.com,financial_churn_flag
8086,"Debbie Potter",josecarter@gmail.com,financial_churn_flag
8087,"Jasmine Duran DVM",walkerjohn@hotmail.com,engagement_churn_flag
8088,"James Dorsey",robertsandrew@peters.com,financial_churn_flag
8089,"Christopher Flores",hansenjustin@gray-bradley.info,financial_churn_flag
8090,"Beverly Banks",williamsvirginia@yahoo.com,financial_churn_flag
8091,"Rita Atkinson",timothy63@hotmail.com,financial_churn_flag
8092,"William Lynch",timothyconner@hotmail.com,financial_churn_flag
8093,"Pamela Pitts",awoods@yahoo.com,financial_churn_flag
8094,"Natasha Garcia",alexis08@hotmail.com,financial_churn_flag
8095,"Charlotte Lawrence",ericroberts@wang.com,active
8096,"Christina Gomez",michael81@conley-kim.com,financial_churn_flag
8097,"Kyle Rodriguez",csilva@dominguez.info,financial_churn_flag
8098,"Michael Stephenson",jacobmartinez@joyce.com,financial_churn_flag
8099,"Daniel Cross",kcasey@flores.com,financial_churn_flag
8100,"Traci Yates",andrewhill@hebert-scott.com,financial_churn_flag
8101,"Christine Pittman",padams@rosales-cervantes.biz,engagement_churn_flag
8102,"Kelsey House",mariacarey@flores.com,financial_churn_flag
8103,"Katelyn Chavez",currycrystal@williams-stevens.com,financial_churn_flag
8104,"Ashley Lyons",xadams@white-faulkner.biz,financial_churn_flag
8105,"Amy Glass",matthew18@vang-lynch.biz,financial_churn_flag
8106,"Brandon Mendez",michellesnyder@hotmail.com,financial_churn_flag
8107,"Shane Johns",vbrown@yahoo.com,financial_churn_flag
8108,"Ryan Thompson",jeffrey84@salazar.com,financial_churn_flag
8109,"Nicholas Mendoza",rileyanthony@henderson.com,financial_churn_flag
8110,"Johnny Evans",gabriel41@yahoo.com,engagement_churn_flag
8111,"Jack Garner",karaprice@lozano.net,financial_churn_flag
8112,"Donna Anderson",louis59@gmail.com,financial_churn_flag
8113,"Danny Bell",charlesdavis@foster.com,financial_churn_flag
8114,"John Reyes",dwright@gmail.com,active
8115,"Brian Rogers",joseph65@gmail.com,financial_churn_flag
8116,"Breanna Lopez",brownronald@gmail.com,active
8117,"Timothy Sherman",shortjeffrey@hotmail.com,financial_churn_flag
8118,"Jill Mcbride",phammichael@torres.com,financial_churn_flag
8119,"William Welch",stephaniepoole@gmail.com,financial_churn_flag
8120,"Anthony Scott",qmyers@gmail.com,financial_churn_flag
8121,"Mary Jones",justin76@hotmail.com,financial_churn_flag
8122,"Robert Hopkins",jasonstark@barajas.com,active
8123,"Brian Nichols",inelson@hotmail.com,financial_churn_flag
8124,"Justin Mitchell",lindsay92@tran.com,engagement_churn_flag
8125,"Kathy Gomez",vbautista@hotmail.com,financial_churn_flag
8126,"Rhonda Miller",zacharypayne@guerra.biz,financial_churn_flag
8127,"Jose Miller",vturner@cameron.com,active
8128,"Kristina Williams",combseric@gmail.com,financial_churn_flag
8129,"Jordan Murphy",john92@rodriguez.com,financial_churn_flag
8130,"Christian Jones",edward42@reeves.com,financial_churn_flag
8131,"Stacy Foster",williepeterson@bailey-chapman.com,financial_churn_flag
8132,"Anne Brown",imcbride@gmail.com,financial_churn_flag
8133,"Henry Black",adrianlewis@yahoo.com,active
8134,"Alexander Jackson",jennifer64@newman.com,financial_churn_flag
8135,"Jermaine Kelly",phillipsjoel@shah.com,financial_churn_flag
8136,"Brett King",wcampbell@mcbride.info,financial_churn_flag
8137,"Whitney Smith",rhayes@gmail.com,financial_churn_flag
8138,"Donald Bradley",rachellee@gmail.com,financial_churn_flag
8139,"Sabrina Williams",imedina@hotmail.com,active
8140,"Caleb Murphy",stacey69@gonzales-diaz.org,financial_churn_flag
8141,"Rachel Perez",chenedward@yahoo.com,financial_churn_flag
8142,"Jaime Webb",robert20@hotmail.com,financial_churn_flag
8143,"Garrett Wood",vwiggins@gmail.com,financial_churn_flag
8144,"Lynn Nguyen",kelly00@gmail.com,engagement_churn_flag
8145,"Monica Turner",derrick35@smith-carroll.com,financial_churn_flag
8146,"Christopher Carter",janice76@hotmail.com,active
8147,"Derek Dominguez",khoward@gonzalez-foster.net,financial_churn_flag
8148,"William Gonzalez",austinbarnes@gmail.com,financial_churn_flag
8149,"Katrina Anderson",amanda72@yahoo.com,financial_churn_flag
8150,"Jonathan Wolf",christophersmith@berry.com,financial_churn_flag
8151,"Sharon Perkins",frank23@hotmail.com,financial_churn_flag
8152,"Jeffrey Walton",fwoodward@gmail.com,financial_churn_flag
8153,"Yvonne Marshall",daniellewood@velez-krueger.com,financial_churn_flag
8154,"Mr. Tristan Williams",wareteresa@luna-webb.com,financial_churn_flag
8155,"Ashley Smith",aaguilar@yahoo.com,financial_churn_flag
8156,"Brian Tucker",wadams@gmail.com,financial_churn_flag
8157,"Vincent Santana",kurtevans@yahoo.com,financial_churn_flag
8158,"Brooke Lloyd",kmoreno@dixon-obrien.com,financial_churn_flag
8159,"Kyle Welch",sparkskim@hotmail.com,financial_churn_flag
8160,"Darlene Mcdaniel",penny28@yahoo.com,financial_churn_flag
8161,"Valerie Klein",brooke52@yahoo.com,financial_churn_flag
8162,"Sandra Johnson",moralesmatthew@hotmail.com,financial_churn_flag
8163,"Lauren Dean",sharon10@perez-pena.com,financial_churn_flag
8164,"Brenda Smith",andrew73@yahoo.com,financial_churn_flag
8165,"Lisa Munoz",yukenneth@baker.com,financial_churn_flag
8166,"Charles Harrison",ahale@cruz.org,financial_churn_flag
8167,"Rachel Myers",johnortega@castillo-waller.com,financial_churn_flag
8168,"Julia Brown",carrolljeffrey@gmail.com,financial_churn_flag
8169,"Matthew Fritz",vperkins@ramirez.biz,financial_churn_flag
8170,"Martin Hill",kbaker@gmail.com,financial_churn_flag
8171,"Leonard Byrd",terriruiz@reese.org,financial_churn_flag
8172,"Michael Rodriguez",jessicacraig@cox-bryan.com,financial_churn_flag
8173,"Todd Blackburn",baileydavis@jenkins.com,financial_churn_flag
8174,"Samantha Hudson",xfields@hotmail.com,financial_churn_flag
8175,"Angela Sanders",dpalmer@cardenas.com,financial_churn_flag
8176,"Kaitlyn Johnson",william27@hotmail.com,financial_churn_flag
8177,"Amanda Hunt",robertmartinez@morgan.com,financial_churn_flag
8178,"Kayla Russo",hatfieldjoyce@lawson-fitzgerald.biz,financial_churn_flag
8179,"Nicole Garrison",usosa@jackson.info,financial_churn_flag
8180,"Megan Matthews",nmays@gmail.com,financial_churn_flag
8181,"Melissa Cortez",joshuadavis@gmail.com,active
8182,"Todd Estes",kayla58@yahoo.com,engagement_churn_flag
8183,"Douglas Johnson",angelamaldonado@gmail.com,financial_churn_flag
8184,"Timothy Price",greenashley@ferguson.org,active
8185,"Casey Stewart",ewilliams@green-herring.com,financial_churn_flag
8186,"Jose Burke",albert90@gmail.com,financial_churn_flag
8187,"Amanda Tucker",stephanie91@gmail.com,financial_churn_flag
8188,"Amanda Jackson",normanaaron@hotmail.com,financial_churn_flag
8189,"Tracy Bolton",icervantes@burke.biz,financial_churn_flag
8190,"Peter Gomez",tammylucas@smith.com,financial_churn_flag
